type	file	sector	connection
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_404_Sector001_macro	Zone003_Cluster_404_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_404_Sector001_macro	Zone003_Cluster_404_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_405_Sector001_macro	Zone003_Cluster_405_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_405_Sector001_macro	Zone003_Cluster_405_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_406_Sector001_macro	Zone003_Cluster_406_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_406_Sector001_macro	Zone003_Cluster_406_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_407_Sector001_macro	Zone003_Cluster_407_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_407_Sector001_macro	Zone003_Cluster_407_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_408_Sector001_macro	Zone003_Cluster_408_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_408_Sector001_macro	Zone003_Cluster_408_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_408_Sector002_macro	Zone004_Cluster_408_Sector002_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_408_Sector002_macro	Zone004_Cluster_408_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_409_Sector001_macro	Zone003_Cluster_409_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_409_Sector001_macro	Zone003_Cluster_409_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_40_Sector001_macro	Zone002_Cluster_40_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_40_Sector001_macro	Zone002_Cluster_40_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_410_Sector001_macro	Zone003_Cluster_410_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_410_Sector001_macro	Zone003_Cluster_410_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_411_Sector001_macro	Zone003_Cluster_411_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_411_Sector001_macro	Zone003_Cluster_411_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_412_Sector001_macro	Zone003_Cluster_412_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_412_Sector001_macro	Zone003_Cluster_412_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_413_Sector001_macro	Zone003_Cluster_413_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_413_Sector001_macro	Zone003_Cluster_413_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_414_Sector001_macro	Zone003_Cluster_414_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_414_Sector001_macro	Zone003_Cluster_414_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_415_Sector001_macro	Zone003_Cluster_415_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_415_Sector001_macro	Zone003_Cluster_415_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_416_Sector001_macro	Zone003_Cluster_416_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_416_Sector001_macro	Zone003_Cluster_416_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_416_Sector002_macro	Zone006_Cluster_416_Sector002_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_416_Sector002_macro	Zone006_Cluster_416_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_417_Sector001_macro	Zone003_Cluster_417_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_417_Sector001_macro	Zone003_Cluster_417_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_418_Sector001_macro	Zone003_Cluster_418_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_418_Sector001_macro	Zone003_Cluster_418_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_419_Sector001_macro	Zone003_Cluster_419_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_419_Sector001_macro	Zone003_Cluster_419_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_41_Sector001_macro	Zone002_Cluster_41_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_41_Sector001_macro	Zone002_Cluster_41_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_420_Sector001_macro	Zone003_Cluster_420_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_420_Sector001_macro	Zone003_Cluster_420_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_421_Sector001_macro	Zone003_Cluster_421_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_421_Sector001_macro	Zone003_Cluster_421_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_422_Sector001_macro	Zone003_Cluster_422_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_422_Sector001_macro	Zone003_Cluster_422_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_423_Sector001_macro	Zone003_Cluster_423_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_423_Sector001_macro	Zone003_Cluster_423_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_423_Sector002_macro	Zone001_Cluster_423_Sector002_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_423_Sector002_macro	Zone001_Cluster_423_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_424_Sector001_macro	Zone003_Cluster_424_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_424_Sector001_macro	Zone003_Cluster_424_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_424_Sector002_macro	Zone004_Cluster_424_Sector002_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_424_Sector002_macro	Zone004_Cluster_424_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_425_Sector001_macro	Zone001_Cluster_425_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_split/maps/xu_ep2_universe/dlc4_sectors.xml	Cluster_425_Sector001_macro	Zone001_Cluster_425_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_42_Sector001_macro	Zone002_Cluster_42_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_42_Sector001_macro	Zone002_Cluster_42_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_42_Sector002_macro	Zone002_Cluster_42_Sector002_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_42_Sector002_macro	Zone002_Cluster_42_Sector002_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_43_Sector001_macro	Zone002_Cluster_43_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_43_Sector001_macro	Zone002_Cluster_43_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_44_Sector001_macro	Zone002_Cluster_44_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_44_Sector001_macro	Zone002_Cluster_44_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_45_Sector001_macro	Zone002_Cluster_45_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_45_Sector001_macro	Zone002_Cluster_45_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_48_Sector001_macro	Zone003_Cluster_48_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_48_Sector001_macro	Zone003_Cluster_48_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_501_Sector001_macro	Zone002_Cluster_501_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_501_Sector001_macro	Zone002_Cluster_501_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_502_Sector001_macro	Zone004_Cluster_502_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_502_Sector001_macro	Zone004_Cluster_502_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_503_Sector001_macro	Zone002_Cluster_503_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_503_Sector001_macro	Zone002_Cluster_503_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_504_Sector001_macro	Zone005_Cluster_504_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_pirate/maps/xu_ep2_universe/dlc_pirate_sectors.xml	Cluster_504_Sector001_macro	Zone005_Cluster_504_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_50_Sector001_macro	Zone004_Cluster_50_Sector001_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_50_Sector001_macro	Zone004_Cluster_50_Sector001_connection_resourceextra_b
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_50_Sector002_macro	Zone004_Cluster_50_Sector002_connection_resourceextra_a
no_resource_profile	maps/xu_ep2_universe/sectors.xml	Cluster_50_Sector002_macro	Zone004_Cluster_50_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_601_Sector001_macro	Zone004_Cluster_601_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_601_Sector001_macro	Zone004_Cluster_601_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_602_Sector001_macro	Zone002_Cluster_602_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_602_Sector001_macro	Zone002_Cluster_602_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_603_Sector001_macro	Zone003_Cluster_603_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_603_Sector001_macro	Zone003_Cluster_603_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_604_Sector001_macro	Zone004_Cluster_604_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_604_Sector001_macro	Zone004_Cluster_604_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector001_macro	Zone005_Cluster_606_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector001_macro	Zone005_Cluster_606_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector002_macro	Zone004_Cluster_606_Sector002_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector002_macro	Zone004_Cluster_606_Sector002_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector003_macro	Zone002_Cluster_606_Sector003_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_606_Sector003_macro	Zone002_Cluster_606_Sector003_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_607_Sector001_macro	Zone001_Cluster_607_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_607_Sector001_macro	Zone001_Cluster_607_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_608_Sector001_macro	Zone001_Cluster_608_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_608_Sector001_macro	Zone001_Cluster_608_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_609_Sector001_macro	Zone001_Cluster_609_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_boron/maps/xu_ep2_universe/dlc_boron_sectors.xml	Cluster_609_Sector001_macro	Zone001_Cluster_609_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_701_Sector001_macro	Zone004_Cluster_701_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_701_Sector001_macro	Zone004_Cluster_701_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_702_Sector001_macro	Zone004_Cluster_702_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_703_Sector001_macro	Zone004_Cluster_703_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_704_Sector001_macro	Zone004_Cluster_704_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_705_Sector001_macro	Zone004_Cluster_705_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_706_Sector001_macro	Zone004_Cluster_706_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_timelines/maps/xu_ep2_universe/dlc7_sectors.xml	Cluster_708_Sector001_macro	Zone004_Cluster_708_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_mini_01/maps/xu_ep2_universe/dlc_mini_01_sectors.xml	Cluster_730_Sector001_macro	Zone004_Cluster_730_Sector001_connection_resourceextra_a
no_resource_profile	extensions/ego_dlc_mini_01/maps/xu_ep2_universe/dlc_mini_01_sectors.xml	Cluster_730_Sector001_macro	Zone004_Cluster_730_Sector001_connection_resourceextra_b
no_resource_profile	extensions/ego_dlc_mini_02/maps/xu_ep2_universe/dlc_mini_02_sectors.xml	Cluster_740_Sector001_macro	Zone004_Cluster_740_Sector001_connection_resourceextra_a
ore	maps/xu_ep2_universe/sectors.xml	Cluster_01_Sector001_macro	Zone005_Cluster_01_Sector01_connection_resourceextra_a
ore	maps/xu_ep2_universe/sectors.xml	Cluster_13_Sector001_macro	Zone002_Cluster_13_Sector001_connection_resourceextra_a
